"Country","CustomerID","TotalRevenue","LogRevenue"
"United Kingdom",14116,1382.74,7.23182231688335
"United Kingdom",14117,90,4.49980967033027
"United Kingdom",14121,2780.15,7.9302601620636
"United Kingdom",14124,419.58,6.03925421094383
"United Kingdom",14125,2740.43,7.91587012137578
"United Kingdom",14126,706.13,6.55979935651963
"United Kingdom",14127,709.71,6.56485643589243
"United Kingdom",14128,637.5,6.45755427703258
"United Kingdom",14129,1123.86,7.02452446753586
"United Kingdom",14130,483.86,6.18179560867564
"United Kingdom",14132,3586.03,8.18480101999735
"United Kingdom",14133,605.64,6.40628575014017
"United Kingdom",14135,4690.31,8.45325395733697
"United Kingdom",14138,982.38,6.88997819887946
"United Kingdom",14139,415.82,6.03025247431524
"United Kingdom",14140,935.05,6.84060000379473
"United Kingdom",14141,915.13,6.81906613168634
"United Kingdom",14142,311.81,5.74239402795031
"United Kingdom",14143,115.8,4.7518645651389
"United Kingdom",14145,3742.2,8.22742895276013
"United Kingdom",14146,4191,8.34069464792507
"United Kingdom",14147,483.4,6.18084446826938
"United Kingdom",14148,157.2,5.05751887999511
"United Kingdom",14149,446.62,6.10170812120674
"United Kingdom",14150,658.64,6.49017710299017
"United Kingdom",14152,621.29,6.43179796165604
"United Kingdom",14154,1345.62,7.20461015236625
"United Kingdom",14155,118.75,4.77702044291475
"United Kingdom",14157,432.88,6.07046055333448
"United Kingdom",14158,507.66,6.22981193216446
"United Kingdom",14159,4693.01,8.4538294466253
"United Kingdom",14161,1110.52,7.01258365307775
"United Kingdom",14162,289.36,5.66767158764384
"United Kingdom",14163,2445.91,7.80217252080321
"United Kingdom",14164,1631.77,7.39742059421974
"United Kingdom",14165,122.54,4.80843750729751
"United Kingdom",14167,574.84,6.35409174120605
"United Kingdom",14171,363.79,5.89657677807566
"United Kingdom",14173,450.84,6.11111250937388
"United Kingdom",14174,134.46,4.90126675704089
"United Kingdom",14175,3222.3,8.07785066927211
"United Kingdom",14176,576.9,6.35766894126284
"United Kingdom",14177,559.41,6.32688265690411
"United Kingdom",14178,1620.93,7.39075533758302
"United Kingdom",14179,719.78,6.57894560976294
"United Kingdom",14180,4748.52,8.46558826953051
"United Kingdom",14184,452.89,6.11564927038906
"United Kingdom",14185,197.65,5.28649778974269
"United Kingdom",14188,2054.36,7.62771964290111
"United Kingdom",14189,4654.08,8.4454995332289
"United Kingdom",14191,4684.76,8.45206996603912
"United Kingdom",14193,853.39,6.7492166528507
"United Kingdom",14194,11349.52,9.33693073126637
"United Kingdom",14195,1012,6.91968384984741
"United Kingdom",14196,335.52,5.81568156715361
"United Kingdom",14198,701.4,6.55307833770608
"United Kingdom",14199,185.4,5.22251565313175
"United Kingdom",14201,747.44,6.6166540344847
"United Kingdom",14204,161.03,5.0815906830299
"United Kingdom",14205,466.7,6.14568665295577
"United Kingdom",14206,328.16,5.79350129432407
"United Kingdom",14208,151.74,5.02216852990993
"United Kingdom",14209,2073.43,7.63695951977247
"United Kingdom",14210,1905.84,7.55267813525507
"United Kingdom",14211,2241.1,7.71472209574154
"United Kingdom",14212,1070.48,6.97586242499673
"United Kingdom",14214,1004.38,6.91212571469967
"United Kingdom",14215,1789.72,7.48981446201819
"United Kingdom",14216,1839.3,7.51714034343675
"United Kingdom",14217,2004.98,7.60338936462857
"United Kingdom",14218,169.48,5.13273492575836
"United Kingdom",14219,89.94,4.49914278134256
"United Kingdom",14220,632.4,6.44952210533532
"United Kingdom",14221,3432.8,8.14113153367732
"United Kingdom",14222,683.17,6.52674373050322
"United Kingdom",14223,991.13,6.89884570635219
"United Kingdom",14224,1050.12,6.95665972233574
"United Kingdom",14226,2232.19,7.71073844532626
"United Kingdom",14227,3350.96,8.11700215093076
"United Kingdom",14229,1547.2,7.34420212469903
"United Kingdom",14231,925.71,6.83056101065066
"United Kingdom",14232,2048.07,7.62465316526279
"United Kingdom",14233,1462.72,7.28805299514338
"United Kingdom",14234,775.46,6.65345640166027
"United Kingdom",14235,3144.86,8.05352465304038
"United Kingdom",14236,490.86,6.19615895475366
"United Kingdom",14237,161,5.08140436498446
"United Kingdom",14238,146.85,4.98941165764463
"United Kingdom",14239,2380.85,7.77521284576233
"United Kingdom",14240,890.34,6.79160341224609
"United Kingdom",14241,213.7,5.3645731623251
"United Kingdom",14242,280.55,5.63675196219698
"United Kingdom",14243,2588.77,7.85893813841631
"United Kingdom",14245,1693.45,7.43452314716888
"United Kingdom",14246,1474.06,7.29577577748393
"United Kingdom",14247,136.77,4.91830068289346
"United Kingdom",14248,302.58,5.71234570531669
"United Kingdom",14250,1904.05,7.55173847551071
"United Kingdom",14251,2879.7,7.9654414010376
"United Kingdom",14256,969.06,6.87632652947848
"United Kingdom",14257,3099.72,8.03906706381326
"United Kingdom",14258,12669.98,9.44699069478197
"United Kingdom",14259,120,4.78749174278205
"United Kingdom",14261,1163.45,7.05914500803296
"United Kingdom",14262,2618.23,7.87025379593412
"United Kingdom",14264,333.97,5.81105116858333
"United Kingdom",14267,1516.24,7.32398886501804
"United Kingdom",14270,492.65,6.19979898276848
"United Kingdom",14271,112.32,4.7213519402775
"United Kingdom",14272,437.96,6.08212758200522
"United Kingdom",14273,559.97,6.32788321086562
"United Kingdom",14276,1119.74,7.02085179448267
"United Kingdom",14280,134.04,4.89813826286911
"United Kingdom",14282,3729.34,8.22398655328175
"United Kingdom",14284,595.25,6.38898148536697
"United Kingdom",14285,1910.01,7.55486375662906
"United Kingdom",14286,4628.75,8.44004213222782
"United Kingdom",14287,176.63,5.17405714916735
"United Kingdom",14288,426.6,6.05584680603725
"United Kingdom",14289,911.26,6.81482825719955
"United Kingdom",14290,2314.65,7.74701376718532
"United Kingdom",14291,3883.25,8.26442771086802
"United Kingdom",14292,4871.93,8.49124544147042
"United Kingdom",14293,1046.56,6.9532638742129
"United Kingdom",14295,166.2,5.11319188242135
"United Kingdom",14297,1305.33,7.17421116135288
"United Kingdom",14298,51527.3,10.8498670432874
"United Kingdom",14299,3965.62,8.28541749006665
"United Kingdom",14300,43.2,3.76584049525006
"United Kingdom",14301,640.14,6.46168690243142
"United Kingdom",14304,383.45,5.94920923421087
"United Kingdom",14305,1858.96,7.52777247054536
"United Kingdom",14306,2093.32,7.6465066013471
"United Kingdom",14307,2995.72,8.00493988232572
"United Kingdom",14309,2352.53,7.7632466237693
"United Kingdom",14311,310.26,5.73741065563619
"United Kingdom",14312,1611.59,7.38497654828429
"United Kingdom",14314,120,4.78749174278205
"United Kingdom",14315,2481.13,7.81646938054558
"United Kingdom",14317,508.58,6.23162252858132
"United Kingdom",14320,477.79,6.16917130541358
"United Kingdom",14321,1530.75,7.33351309035806
"United Kingdom",14323,605.06,6.40532762666719
"United Kingdom",14326,183.85,5.21412020774728
"United Kingdom",14327,311.65,5.74188076325486
"United Kingdom",14329,5014.84,8.52015679559995
"United Kingdom",14331,462.66,6.13699244307292
"United Kingdom",14332,866.31,6.76424281217473
"United Kingdom",14333,415.2,6.02876033185168
"United Kingdom",14334,2552.21,7.84471492948043
"United Kingdom",14336,1614.91,7.38703450654974
"United Kingdom",14338,588.22,6.37710102758196
"United Kingdom",14339,309.52,5.73502271039226
"United Kingdom",14340,134.7,4.90305008341632
"United Kingdom",14341,2182.28,7.68812548080015
"United Kingdom",14342,668.56,6.50512614569318
"United Kingdom",14344,889.93,6.79114280794759
"United Kingdom",14345,108.98,4.69116437915495
"United Kingdom",14346,1021.58,6.92910572739279
"United Kingdom",14348,409.57,6.01510782885546
"United Kingdom",14349,133.5,4.8941014778403
"United Kingdom",14350,282.93,5.6451995172239
"United Kingdom",14351,51,3.93182563272433
"United Kingdom",14352,1078.96,6.9837528932086
"United Kingdom",14353,90.6,4.50645421304893
"United Kingdom",14354,163.62,5.09754666608555
"United Kingdom",14355,174.4,5.16135151147488
"United Kingdom",14356,701.23,6.55283593593108
"United Kingdom",14357,225.77,5.41951678194988
"United Kingdom",14359,912.18,6.8158373390208
"United Kingdom",14360,2128.23,7.66304592732779
"United Kingdom",14362,161.2,5.08264583007253
"United Kingdom",14364,3717.35,8.22076632782286
"United Kingdom",14367,9261.52,9.13362346103785
"United Kingdom",14368,155,5.04342511691925
"United Kingdom",14371,100.5,4.61015772749913
"United Kingdom",14373,76.55,4.33794412210369
"United Kingdom",14375,257.68,5.55171850502294
"United Kingdom",14377,617.05,6.42495005789919
"United Kingdom",14379,348.1,5.85248979481739
"United Kingdom",14381,202.68,5.31162838060771
"United Kingdom",14382,626.07,6.43946218593485
"United Kingdom",14383,1247.69,7.12904912063772
"United Kingdom",14385,202.11,5.30881210364068
"United Kingdom",14386,142.4,4.95863999897788
"United Kingdom",14387,1770.56,7.47905115970975
"United Kingdom",14388,3212.84,8.07491056017906
"United Kingdom",14389,1043.46,6.95029739324781
"United Kingdom",14390,4652.82,8.44522876637684
"United Kingdom",14393,67.95,4.21877214059715
"United Kingdom",14395,3507.71,8.16271868188787
"United Kingdom",14396,487.99,6.19029491383991
"United Kingdom",14397,2612.96,7.86823895732843
"United Kingdom",14400,574.7,6.3538481655137
"United Kingdom",14401,4051.48,8.3068375254453
"United Kingdom",14403,1475.81,7.29696227058722
"United Kingdom",14404,1474.32,7.29595214552378
"United Kingdom",14406,156.75,5.05465217951303
"United Kingdom",14407,2157.73,7.67681202214243
"United Kingdom",14408,2606.53,7.86577511382924
"United Kingdom",14409,2059.45,7.63019423584411
"United Kingdom",14410,1105.07,7.00766396036172
"United Kingdom",14411,1063,6.96885037834195
"United Kingdom",14412,770.03,6.64642947512773
"United Kingdom",14413,122.7,4.80974235171687
"United Kingdom",14414,1496.98,7.31120502427694
"United Kingdom",14415,5900.28,8.68275508639485
"United Kingdom",14416,490.22,6.19485426993533
"United Kingdom",14418,1937.25,7.56902472064406
"United Kingdom",14419,1058.06,6.9641923215853
"United Kingdom",14420,387.52,5.95976746036473
"United Kingdom",14421,813.11,6.70086640174842
"United Kingdom",14422,4263.64,8.3578785345141
"United Kingdom",14423,265.2,5.58048425831171
"United Kingdom",14424,322.08,5.77479996189148
"United Kingdom",14426,4481.67,8.4077510238055
"United Kingdom",14427,363.34,5.8953390350106
"United Kingdom",14428,1244.83,7.12675425339079
"United Kingdom",14431,470.36,6.15349835895521
"United Kingdom",14432,2255.51,7.72113139044536
"United Kingdom",14434,1372.8,7.2246077287337
"United Kingdom",14436,89.06,4.48931029989356
"United Kingdom",14437,63,4.14313472639153
"United Kingdom",14438,131.9,4.88204405972327
"United Kingdom",14440,2357.68,7.76543336366081
"United Kingdom",14441,1712.89,7.44593728143447
"United Kingdom",14443,1420.2,7.25855298574799
"United Kingdom",14446,1039.58,6.94657206441375
"United Kingdom",14447,1163.23,7.05895589736827
"United Kingdom",14448,375.35,5.92785892401901
"United Kingdom",14449,907.1,6.8102526976209
"United Kingdom",14450,483.25,6.18053411808844
"United Kingdom",14451,662.59,6.49615639769033
"United Kingdom",14452,264.44,5.57761438246538
"United Kingdom",14453,119.93,4.78690823924363
"United Kingdom",14456,3062.4,8.02695420125863
"United Kingdom",14457,113.64,4.73303555698599
"United Kingdom",14459,1837.92,7.51638977639709
"United Kingdom",14460,434.34,6.07382763753311
"United Kingdom",14461,2103.06,7.65114870596618
"United Kingdom",14462,2004.02,7.60291044219487
"United Kingdom",14463,529.62,6.2721597682602
"United Kingdom",14465,1058.62,6.9647214521228
"United Kingdom",14466,2272.4,7.72859182068297
"United Kingdom",14467,598.76,6.39486085004703
"United Kingdom",14470,461.19,6.13381010559262
"United Kingdom",14472,1936.84,7.56881305803347
"United Kingdom",14473,234.34,5.45677305224001
"United Kingdom",14474,547.66,6.30565465644053
"United Kingdom",14475,925.85,6.83071223448383
"United Kingdom",14476,215.7,5.37388855339511
"United Kingdom",14477,1309.6,7.17747702605693
"United Kingdom",14479,316.25,5.75653304004173
"United Kingdom",14480,279.05,5.63139097723444
"United Kingdom",14481,636.51,6.45600012879313
"United Kingdom",14482,2068.15,7.634409766847
"United Kingdom",14483,137.1,4.92071058656827
"United Kingdom",14484,321.92,5.77430306747132
"United Kingdom",14485,165.75,5.11048062906597
"United Kingdom",14487,1196.33,7.08701381618417
"United Kingdom",14488,1064.28,6.97005379317636
"United Kingdom",14489,463.38,6.13854745180923
"United Kingdom",14491,340.93,5.83167717761861
"United Kingdom",14493,2383.24,7.77621618541398
"United Kingdom",14494,139.56,4.93849461631857
"United Kingdom",14495,123.8,4.8186673602505
"United Kingdom",14496,538.81,6.28936300412641
"United Kingdom",14497,475.37,6.16409344818101
"United Kingdom",14498,1957.32,7.57933146961394
"United Kingdom",14499,815.32,6.70358067421553
"United Kingdom",14500,356.85,5.87731552541708
"United Kingdom",14501,251.21,5.52628924271889
"United Kingdom",14502,2470.67,7.81224464789975
"United Kingdom",14503,3543.26,8.17280248631072
"United Kingdom",14504,673.26,6.51213158490483
"United Kingdom",14505,5905.64,8.68366310548498
"United Kingdom",14506,2012.17,7.60696902069204
"United Kingdom",14507,1383.18,7.23214047503956
"United Kingdom",14508,276.42,5.62192144817588
"United Kingdom",14511,1314.81,7.18144744748064
"United Kingdom",14512,275.28,5.61778876148922
"United Kingdom",14513,455.59,6.121593282254
"United Kingdom",14514,1055.35,6.96162774444663
"United Kingdom",14515,2102.09,7.65068736688567
"United Kingdom",14517,330.45,5.80045536191646
"United Kingdom",14518,174.37,5.1611794783294
"United Kingdom",14520,270.6,5.60064171573669
"United Kingdom",14522,974.54,6.88196556479583
"United Kingdom",14523,241.09,5.48517030776121
"United Kingdom",14524,1867.68,7.53245229790435
"United Kingdom",14525,4332.2,8.37383077510688
"United Kingdom",14527,8508.82,9.04885855155365
"United Kingdom",14528,364.22,5.89775808066767
"United Kingdom",14529,620.04,6.42978399208709
"United Kingdom",14530,2925.91,7.98136082239204
"United Kingdom",14532,932.85,6.83824441621801
"United Kingdom",14533,1949.72,7.57544105150421
"United Kingdom",14534,4447.05,8.39999623398246
"United Kingdom",14535,2864.19,7.96004086666221
"United Kingdom",14536,171.8,5.14633100955016
"United Kingdom",14537,355.56,5.87369401137347
"United Kingdom",14538,388.25,5.9616494620288
"United Kingdom",14539,537.48,6.28689155000721
"United Kingdom",14540,996.26,6.9040082676952
"United Kingdom",14541,1461.65,7.28732121356461
"United Kingdom",14542,103.25,4.63715323184114
"United Kingdom",14543,3630.33,8.19707883221782
"United Kingdom",14544,2024.45,7.61305333771107
"United Kingdom",14546,2578.09,7.85480409367332
"United Kingdom",14547,4007.54,8.29593286571899
"United Kingdom",14548,652.8,6.4812708036499
"United Kingdom",14549,289.24,5.66725679330675
"United Kingdom",14550,765.62,6.64068596309952
"United Kingdom",14551,186.23,5.22698246894341
"United Kingdom",14552,165.07,5.10636962635945
"United Kingdom",14553,859.27,6.75608319157195
"United Kingdom",14554,2381.04,7.77529264600976
"United Kingdom",14555,324.14,5.78117552122997
"United Kingdom",14557,788.38,6.66998020712321
"United Kingdom",14560,2237.77,7.71323511325999
"United Kingdom",14561,1080.76,6.98541977633861
"United Kingdom",14562,5074.77,8.53203648268595
"United Kingdom",14565,3099.12,8.03887347920651
"United Kingdom",14567,1530.36,7.33325828082681
"United Kingdom",14569,227.39,5.4266666049757
"United Kingdom",14570,218.06,5.38477025427824
"United Kingdom",14572,2832.84,7.949035021003
"United Kingdom",14573,1653.42,7.41060114903186
"United Kingdom",14576,35.4,3.56671182013973
"United Kingdom",14577,859.71,6.75659512307739
"United Kingdom",14578,168.63,5.12770696568209
"United Kingdom",14581,138.6,4.9315920867558
"United Kingdom",14582,114.11,4.73716289544659
"United Kingdom",14583,1052.55,6.95897107036641
"United Kingdom",14584,1042.26,6.94914671134189
"United Kingdom",14585,157.05,5.05656422598466
"United Kingdom",14586,237.36,5.46957797598257
"United Kingdom",14587,1601.14,7.37847115452025
"United Kingdom",14589,39.75,3.68260984110034
"United Kingdom",14591,1447.14,7.2773444738518
"United Kingdom",14592,570.46,6.34644305290889
"United Kingdom",14593,617.99,6.426472276097
"United Kingdom",14594,379.83,5.93972378420027
"United Kingdom",14595,1740.6,7.46198516035541
"United Kingdom",14597,883.15,6.78349506160145
"United Kingdom",14598,221.97,5.40254223760557
"United Kingdom",14600,393.33,5.97464895417942
"United Kingdom",14601,213.96,5.36578908166305
"United Kingdom",14603,660,6.49223983502047
"United Kingdom",14606,12156.65,9.40563162414382
"United Kingdom",14607,16569.5,9.71531893495025
"United Kingdom",14608,1785.15,7.48725772429656
"United Kingdom",14609,601.56,6.39952628106341
"United Kingdom",14616,406.08,6.00655018452602
"United Kingdom",14618,553.44,6.31615334518886
"United Kingdom",14619,394.44,5.97746703746413
"United Kingdom",14620,412.78,6.02291476338123
"United Kingdom",14621,1788.36,7.4890542777487
"United Kingdom",14622,320.58,5.77013185519773
"United Kingdom",14623,889.25,6.79037841082856
"United Kingdom",14624,225.85,5.41987106210061
"United Kingdom",14625,899.63,6.80198356768386
"United Kingdom",14626,2791.27,7.93425196837724
"United Kingdom",14628,671.96,6.51019881494201
"United Kingdom",14629,959.01,6.86590150235775
"United Kingdom",14631,1006.98,6.91471103154814
"United Kingdom",14632,114.56,4.74109870321234
"United Kingdom",14633,344.9,5.8432545199428
"United Kingdom",14636,609.85,6.41321302528925
"United Kingdom",14638,443.6,6.09492325547621
"United Kingdom",14639,2984.49,8.00118415695809
"United Kingdom",14640,2125.08,7.66156472770871
"United Kingdom",14641,110.46,4.70465346447304
"United Kingdom",14642,96.12,4.56559741086827
"United Kingdom",14643,693.81,6.54219814780739
"United Kingdom",14644,830.76,6.72234094447793
"United Kingdom",14645,597.09,6.39206785579924
"United Kingdom",14647,243.22,5.49396638355285
"United Kingdom",14649,1417.29,7.25650187647874
"United Kingdom",14651,654.6,6.48402436206708
"United Kingdom",14652,114.18,4.73777615053611
"United Kingdom",14653,1947.55,7.57432745135628
"United Kingdom",14655,1932.23,7.56643005530591
"United Kingdom",14656,291.05,5.67349507371774
"United Kingdom",14657,848.22,6.743140036107
"United Kingdom",14658,247.15,5.50999543975297
"United Kingdom",14659,2529.93,7.83594691335461
"United Kingdom",14660,285.74,5.65508230643701
"United Kingdom",14661,107.95,4.68166815696082
"United Kingdom",14662,771.17,6.64790884212476
"United Kingdom",14664,637.89,6.45816585468672
"United Kingdom",14665,1835.7,7.5151811591366
"United Kingdom",14666,195.25,5.2742807887198
"United Kingdom",14667,9241.2,9.1314270263332
"United Kingdom",14669,1269.99,7.14676430540589
"United Kingdom",14670,411.53,6.01988192146948
"United Kingdom",14672,765.55,6.6405945297511
"United Kingdom",14673,1736.4,7.45956928342544
"United Kingdom",14675,604.75,6.40481514949014
"United Kingdom",14676,2548.24,7.84315820377907
"United Kingdom",14680,28754.11,10.2665359925299
"United Kingdom",14681,498.95,6.21250589033032
"United Kingdom",14682,52,3.95124371858143
"United Kingdom",14684,1236.28,7.11986214957878
"United Kingdom",14687,628.38,6.44314507901311
"United Kingdom",14688,5630.87,8.63601923850259
"United Kingdom",14689,112.8,4.72561633906396
"United Kingdom",14690,371.7,5.91808707730321
"United Kingdom",14691,2114.33,7.65649325642348
"United Kingdom",14692,591.55,6.38274621069967
"United Kingdom",14693,172.9,5.15271339268924
"United Kingdom",14696,2078.95,7.63961823754476
"United Kingdom",14697,188.61,5.23968139106308
"United Kingdom",14698,1250.76,7.13150664553923
"United Kingdom",14699,109.13,4.692539832125
"United Kingdom",14700,2235.3,7.71213072622779
"United Kingdom",14701,2549.37,7.84360154880488
"United Kingdom",14702,3292.14,8.0992930882317
"United Kingdom",14703,318.17,5.76258583113218
"United Kingdom",14704,1546.91,7.34401467176371
"United Kingdom",14705,179,5.18738580584075
"United Kingdom",14708,1126.37,7.02675535152637
"United Kingdom",14709,4921.04,8.50127516926212
"United Kingdom",14710,606.13,6.40709448451502
"United Kingdom",14711,2868.8,7.96164910285087
"United Kingdom",14712,917.07,6.82118380522089
"United Kingdom",14713,2666.36,7.88846952538086
"United Kingdom",14714,160.19,5.07636061071339
"United Kingdom",14715,867.38,6.76547717372248
"United Kingdom",14716,329.68,5.79812248703056
"United Kingdom",14719,1602.13,7.37908927290023
"United Kingdom",14720,663.81,6.49799596395095
"United Kingdom",14722,187.92,5.23601634035066
"United Kingdom",14723,1158.3,7.0547086919383
"United Kingdom",14725,718.08,6.57658098345422
"United Kingdom",14727,268.58,5.59314882115303
"United Kingdom",14729,313.49,5.74776746163759
"United Kingdom",14730,2005.06,7.60342926447995
"United Kingdom",14731,380.02,5.94022388291439
"United Kingdom",14732,2702.49,7.901928849229
"United Kingdom",14733,9585.91,9.16804959098366
"United Kingdom",14735,6065.69,8.71040358242567
"United Kingdom",14737,1164.55,7.06009002528542
"United Kingdom",14738,1314.45,7.18117360616997
"United Kingdom",14739,3902.28,8.26931627668135
"United Kingdom",14740,1448.21,7.27808359005448
"United Kingdom",14741,1400.34,7.24447034326118
"United Kingdom",14744,1099.98,7.00304727680299
"United Kingdom",14745,1220.26,7.10681922977568
"United Kingdom",14747,328.2,5.79362317865599
"United Kingdom",14748,1415.75,7.25541470499391
"United Kingdom",14752,389.64,5.96522323590276
"United Kingdom",14753,563.15,6.33354602249371
"United Kingdom",14754,638.05,6.45841665017999
"United Kingdom",14755,5010.28,8.51924708074077
"United Kingdom",14756,738.96,6.60524379228435
"United Kingdom",14757,420.5,6.041444479413
"United Kingdom",14758,1484.06,7.30253685417685
"United Kingdom",14759,1625.97,7.39385983975305
"United Kingdom",14760,89.2,4.49088103958596
"United Kingdom",14761,255.9,5.54478674316574
"United Kingdom",14762,300.52,5.70551430750096
"United Kingdom",14764,278.3,5.62869966853185
"United Kingdom",14765,254.11,5.53776724413656
"United Kingdom",14766,2473.37,7.81333687218127
"United Kingdom",14768,192.6,5.26061549936403
"United Kingdom",14769,10674.75,9.27563641861884
"United Kingdom",14770,876.42,6.77584542809077
"United Kingdom",14772,139.26,4.9363426895144
"United Kingdom",14775,1011.9,6.91958503073571
"United Kingdom",14776,2538.3,7.83924984459856
"United Kingdom",14778,730.86,6.59422192293992
"United Kingdom",14779,386.15,5.95622589501527
"United Kingdom",14780,447.68,6.10407869147712
"United Kingdom",14782,200.1,5.29881724158969
"United Kingdom",14784,289.99,5.66984643962735
"United Kingdom",14785,77.4,4.34898678059568
"United Kingdom",14788,679.44,6.52126892947175
"United Kingdom",14789,197.64,5.28644719397755
"United Kingdom",14790,745.06,6.61346475204939
"United Kingdom",14792,6.2,1.82454929205105
"United Kingdom",14793,228.99,5.43367833447849
"United Kingdom",14794,1319.91,7.18531883143775
"United Kingdom",14795,131.45,4.87862655117589
"United Kingdom",14796,8022.49,8.990004126489
"United Kingdom",14798,173.74,5.15755992883177
"United Kingdom",14799,157.7,5.06069449396899
"United Kingdom",14800,4339.74,8.3755697174658
"United Kingdom",14801,193.14,5.26341531453877
"United Kingdom",14803,845.55,6.73998730319569
"United Kingdom",14804,353.27,5.86723263708863
"United Kingdom",14805,554.65,6.31833728418467
"United Kingdom",14806,193.39,5.26470887537421
"United Kingdom",14808,2741.17,7.91614011553971
"United Kingdom",14810,2087.88,7.64390447608663
"United Kingdom",14813,155.43,5.04619546949481
"United Kingdom",14815,778.5,6.65736899127405
"United Kingdom",14816,271.85,5.60525044359193
"United Kingdom",14817,1110.34,7.01242155371049
"United Kingdom",14818,657.8,6.48890093375496
"United Kingdom",14819,272.07,5.60605938612759
"United Kingdom",14820,507.29,6.2290828321765
"United Kingdom",14821,48.8,3.8877303128591
"United Kingdom",14823,321.43,5.77277979057772
"United Kingdom",14824,1127.71,7.02794430680556
"United Kingdom",14825,2226.91,7.70837025332893
"United Kingdom",14828,2139.76,7.66844895219396
"United Kingdom",14829,697.55,6.54757419571412
"United Kingdom",14830,197.13,5.28386340957789
"United Kingdom",14834,1720.3,7.45025397320299
"United Kingdom",14836,102.45,4.62937487468491
"United Kingdom",14837,1649.5,7.40822749066864
"United Kingdom",14840,62.85,4.14075093503626
"United Kingdom",14841,3295.76,8.1003920728442
"United Kingdom",14842,2824.69,7.946153903046
"United Kingdom",14844,3189.81,8.06771663287653
"United Kingdom",14847,309.4,5.73463493813897
"United Kingdom",14849,7930.54,8.97847640814907
"United Kingdom",14850,325.75,5.78613021600495
"United Kingdom",14851,511.35,6.23705428725202
"United Kingdom",14852,2836.69,7.9503931584824
"United Kingdom",14853,475.8,6.16499759786886
"United Kingdom",14854,2759.83,7.9229243626113
"United Kingdom",14855,645.65,6.47025756129266
"United Kingdom",14856,1311.38,7.1788352968363
"United Kingdom",14857,1173.12,7.06742214521129
"United Kingdom",14859,1353.74,7.21062641139964
"United Kingdom",14860,170.32,5.13767902058522
"United Kingdom",14861,125.79,4.83461384985078
"United Kingdom",14862,841.2,6.73482944382854
"United Kingdom",14863,266.76,5.58634937776411
"United Kingdom",14865,52.2,3.95508249488859
"United Kingdom",14866,14389.9,9.57428185058694
"United Kingdom",14867,710.28,6.56565925849063
"United Kingdom",14868,2953.59,7.99077665860399
"United Kingdom",14869,725.7,6.58713670628409
"United Kingdom",14870,327.25,5.79072440479001
"United Kingdom",14871,522.38,6.25839529239013
"United Kingdom",14873,519.68,6.25321323753326
"United Kingdom",14875,1465.32,7.28982892763293
"United Kingdom",14878,1485.54,7.30353362150076
"United Kingdom",14880,706.19,6.55988432309949
"United Kingdom",14881,255.4,5.54283094359844
"United Kingdom",14882,589.7,6.37961393300646
"United Kingdom",14883,761.59,6.63540835313885
"United Kingdom",14885,765.32,6.6402940470168
"United Kingdom",14886,364.8,5.89934925820018
"United Kingdom",14887,1862,7.52940645783701
"United Kingdom",14888,369.2,5.9113385026287
"United Kingdom",14889,135.9,4.9119193211571
"United Kingdom",14890,125.65,4.8335002639896
"United Kingdom",14891,554.38,6.3178503721889
"United Kingdom",14893,1237.85,7.1211312827373
"United Kingdom",14894,655.75,6.48577961874698
"United Kingdom",14895,11138.71,9.31818170785326
"United Kingdom",14896,468.77,6.15011224304109
"United Kingdom",14897,1366.38,7.21992018592484
"United Kingdom",14898,1303.52,7.17282357656233
"United Kingdom",14901,1421.29,7.25932018890793
"United Kingdom",14902,332.66,5.80712094736239
"United Kingdom",14903,2810.63,7.94116393648714
"United Kingdom",14904,1025.44,6.93287706775592
"United Kingdom",14905,616.15,6.42349044038413
"United Kingdom",14907,3501.1,8.16083248381438
"United Kingdom",14908,277.8,5.62690143032024
"United Kingdom",14910,434.35,6.07385066070593
"United Kingdom",14913,1227.43,7.11267783156603
"United Kingdom",14915,307.48,5.72841004448093
"United Kingdom",14916,1268.98,7.1459687071489
"United Kingdom",14918,1610.15,7.38408262134053
"United Kingdom",14920,977.77,6.88527446855299
"United Kingdom",14921,1316.07,7.18240530196001
"United Kingdom",14923,749.1,6.61887248595384
"United Kingdom",14924,310.05,5.73673357479589
"United Kingdom",14929,223.88,5.41111019402316
"United Kingdom",14944,5900.25,8.68275000187746
"United Kingdom",14946,100.9,4.61412992735956
"United Kingdom",14947,290.82,5.67270451908534
"United Kingdom",14948,1101.97,7.00485476611181
"United Kingdom",14950,371.2,5.91674100091205
"United Kingdom",14951,311.69,5.7420091041284
"United Kingdom",14952,8099.49,8.99955637571532
"United Kingdom",14953,289.82,5.66926004061778
"United Kingdom",14954,336.17,5.81761698439341
"United Kingdom",14957,58.49,4.06885579945493
"United Kingdom",14958,499.68,6.21396789353477
"United Kingdom",14959,695.42,6.54451597958584
"United Kingdom",14960,221.27,5.39938367528284
"United Kingdom",14961,7044.68,8.86002800101585
"United Kingdom",14962,126.7,4.84182208732709
"United Kingdom",14963,1487.8,7.30505379775724
"United Kingdom",14964,206.21,5.32889506701217
"United Kingdom",14965,599,6.39526159811545
"United Kingdom",14966,191.32,5.2539474188121
"United Kingdom",14967,463.8,6.13945342482143
"United Kingdom",14968,147.59,4.99443815919368
"United Kingdom",14970,1592.06,7.37278405413635
"United Kingdom",14971,1116.57,7.01801676523967
